AUDITUSER,AUDITTIMESTAMP,DATESTAMP,LASTREV,INCSTARTDATE,INCENDDATE,SEEDCORRECTION,TECH,NOTES
---------,--------------,---------,-------,------------,----------,--------------,----,-----
