AUDITUSER,AUDITTIMESTAMP,ID,WSNUM,NAME,WS_TYPE,WS_STATUS,DATESTAMP,STARTDATE,ENDDATE,SEEDCORRECTION,ANALYSTID,NOTES,UD1,UD2,UD3,UD4,UD5,UD6,UD7,UD8,UD9,UD10
---------,--------------,--,-----,----,-------,---------,---------,---------,-------,--------------,---------,-----,---,---,---,---,---,---,---,---,---,----
