AUDITUSER,AUDITTIMESTAMP,ID,NAME,FONTNAME,FONTSIZE,FONTBOLD,RPTGROUPID,SHOWAVG,SHOWMAX,SHOWDATEOFMAX,SHOWMIN,SHOWDATEOFMIN,SHOWSUM,SHOWFIRST,SHOWLAST,SHOWNOS,SHOWGEOMEAN,SHOWRANGE,SHOWMEDIAN,SHOWSTDEV,SHOWPERCENTILE,PERCENTILE,SHOWCONDCOUNT,CONDCOUNTOP,CONDCOUNTVAL,ORIENTATION,SHOWREPORTSUMMARYROW
---------,--------------,--,----,--------,--------,--------,----------,-------,-------,-------------,-------,-------------,-------,---------,--------,-------,-----------,---------,----------,---------,--------------,----------,-------------,-----------,------------,-----------,--------------------
