ID,AUDITUSER,AUDITTIMESTAMP,NAME,DATESETTING,STARTANALYST,ENDANALYST,NOTES,SHOWOPTIONS,AISHOW,AIFORMHEIGHT,AIFORMWIDTH,AIFORMLEFT,AIFORMTOP,AICOLWIDTH1,AICOLWIDTH2,WINDOWSTATE,FORMHEIGHT,FORMWIDTH,FORMLEFT,FORMTOP,COLWIDTH1,COLWIDTH2,COLWIDTH3,COLWIDTH4,COLWIDTH5,COLWIDTH6,COLWIDTH7,COLWIDTH8,COLWIDTH9,COLWIDTH10,COLWIDTH11,COLWIDTH12,COLWIDTH13,COLWIDTH14,COLWIDTH15,COLWIDTH16,COLWIDTH17,COLWIDTH18,COLWIDTH19,COLWIDTH20
--,---------,--------------,----,-----------,------------,----------,-----,-----------,------,------------,-----------,----------,---------,-----------,-----------,-----------,----------,---------,--------,-------,---------,---------,---------,---------,---------,---------,---------,---------,---------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------
