ID,AUDITUSER,AUDITTIMESTAMP,NAME,LOCID,SHOWVIOL,SHOWENTRY,SHOWQC,SHOWSAMPREQ,SHOWOPEN,SHOWCLOSED,QUICKFILTER,WINDOWSTATE,FORMHEIGHT,FORMWIDTH,FORMLEFT,FORMTOP,FONTSIZE,COLWIDTH1,COLWIDTH2,COLWIDTH3,COLWIDTH4,COLWIDTH5,COLWIDTH6,COLWIDTH7,COLWIDTH8,COLWIDTH9,COLWIDTH10,COLWIDTH11,COLWIDTH12,COLWIDTH13,COLWIDTH14,COLWIDTH15,COLWIDTH16,UD1,UD2,UD3
--,---------,--------------,----,-----,--------,---------,------,-----------,--------,----------,-----------,-----------,----------,---------,--------,-------,--------,---------,---------,---------,---------,---------,---------,---------,---------,---------,----------,----------,----------,----------,----------,----------,----------,---,---,---
