AUDITUSER,AUDITTIMESTAMP,ID,EVENTTYPEID,ACTIONTYPE,PARAM0,PARAM1,PARAM2,PARAM3,PARAM4,PARAM5,PARAM6,PARAM7,PARAM8,PARAM9
---------,--------------,--,-----------,----------,------,------,------,------,------,------,------,------,------,------
