AUDITUSER,AUDITTIMESTAMP,ID,SQLTEXT,FIELD1,OP1,VAL1,ANDOR,FIELD2,OP2,VAL2,FILTERNAME
---------,--------------,--,-------,------,---,----,-----,------,---,----,----------
