ID,AUDITUSER,AUDITTIMESTAMP,NAME,GGROUPID,MAINTITLE,SUBTITLE,QUICKSTYLE,VARID1,PLOTTINGMETHOD1,LINETYPE1,VARID2,PLOTTINGMETHOD2,LINETYPE2,VARID3,PLOTTINGMETHOD3,LINETYPE3,VARID4,PLOTTINGMETHOD4,LINETYPE4,VARID5,PLOTTINGMETHOD5,LINETYPE5,VARID6,PLOTTINGMETHOD6,LINETYPE6,VARID7,PLOTTINGMETHOD7,LINETYPE7,VARID8,PLOTTINGMETHOD8,LINETYPE8,VARID9,PLOTTINGMETHOD9,LINETYPE9,VARID10,PLOTTINGMETHOD10,LINETYPE10,YAXISTYPE,LINESON2NDY,YAXISLABEL,RYAXISLABEL,YAXIS1MIN,YAXIS1MAX,PLOT1,PLOT2,PLOT3,PLOT4,PLOT5,PLOT6,PLOT7,PLOT8,PLOT9,PLOT10,LIMITLINES1,LIMITLINES2,LIMITLINES3,LIMITLINES4,LIMITLINES5,LIMITLINES6,LIMITLINES7,LIMITLINES8,LIMITLINES9,LIMITLINES10
--,---------,--------------,----,--------,---------,--------,----------,------,---------------,---------,------,---------------,---------,------,---------------,---------,------,---------------,---------,------,---------------,---------,------,---------------,---------,------,---------------,---------,------,---------------,---------,------,---------------,---------,-------,----------------,----------,---------,-----------,----------,-----------,---------,---------,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,------------
