AUDITUSER,AUDITTIMESTAMP,ID,SAMPLENUM,SAMPLEDEFID,PROJECT,LOCATIONID,DATECOLLECTIONDUE,DATECOMPLETE,SAMPLEDBY,SAMPLEDTTIME,RECTYPE,SCHEDULETYPE,SAMPLESTATUS,SAMPLETYPEID,PH,TEMP,DO,NOTES,WASITPRINTED,SAMPLECOST,MISCCOST,TOTALCOST,CUSTOMERID,SAMPLEUD1,SAMPLEUD2,SAMPLEUD3,SAMPLEUD4,SAMPLEUD5,PARENTID,ASSIGNEDTOID,RECEIVEDBY,RECEIVED_DATETIME,LABID,SAMPLEVOLUME,PICKUPCOST,PREPCOST,TOTALTESTCOST,DISCOUNT,TAXRATE,SAMPLEUD6,SAMPLEUD7,SAMPLEUD8,SAMPLEUD9,PAYMENT,PAYMENTTYPE,PAYMENTNOTES,REJECTIONCODE,SAMPLENAME,SAMPLEDBYNAME,RCVDBYNAME,SAMPLELOCATION,ADHOC,LATEEMAILSENT,DUEEMAILSENT,ISCOMPLIANCE,LATERESULTEMAILSENT,NORESULTEMAILSENT
NARANJODL,"2025-09-05 14:06:58.000",30,260302-0007,11,NULL,107,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:06:58.000",31,260601-0005,11,NULL,107,"2026-06-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:11:29.000",32,250901-0007,12,NULL,107,"2025-09-01 00:00:00.000",NULL,0,NULL,0,Regular,0,2,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:11:29.000",33,260302-0008,12,NULL,107,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,2,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:14:43.000",34,251006-0003,13,NULL,108,"2025-10-06 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:14:43.000",35,260105-0003,13,NULL,108,"2026-01-05 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:14:44.000",36,260406-0003,13,NULL,108,"2026-04-06 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:14:44.000",37,260706-0003,13,NULL,108,"2026-07-06 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:17:32.000",38,250901-0008,14,NULL,109,"2025-09-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:17:32.000",39,251201-0006,14,NULL,109,"2025-12-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:17:32.000",40,260302-0009,14,NULL,109,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:17:32.000",41,260601-0006,14,NULL,109,"2026-06-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:20:18.000",42,250901-0009,15,NULL,110,"2025-09-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:20:19.000",43,251201-0007,15,NULL,110,"2025-12-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:20:19.000",44,260302-0010,15,NULL,110,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:20:19.000",45,260601-0007,15,NULL,110,"2026-06-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:24:04.000",46,250901-0010,16,NULL,110,"2025-09-01 00:00:00.000",NULL,0,NULL,0,Regular,0,2,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:24:04.000",47,260302-0011,16,NULL,110,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,2,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:27:11.000",48,251006-0004,17,NULL,111,"2025-10-06 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:27:11.000",49,260105-0004,17,NULL,111,"2026-01-05 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:27:11.000",50,260406-0004,17,NULL,111,"2026-04-06 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:27:11.000",51,260706-0004,17,NULL,111,"2026-07-06 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:32:55.000",52,250901-0011,17,NULL,111,"2025-09-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:32:55.000",53,251201-0008,17,NULL,111,"2025-12-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:32:55.000",54,260302-0012,17,NULL,111,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:32:55.000",55,260601-0008,17,NULL,111,"2026-06-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:35:15.000",56,250901-0012,18,NULL,112,"2025-09-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:35:15.000",57,251201-0009,18,NULL,112,"2025-12-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:35:15.000",58,260302-0013,18,NULL,112,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:35:15.000",59,260601-0009,18,NULL,112,"2026-06-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:38:32.000",60,250901-0013,19,NULL,113,"2025-09-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:38:32.000",61,251201-0010,19,NULL,113,"2025-12-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:38:33.000",62,260302-0014,19,NULL,113,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:38:33.000",63,260601-0010,19,NULL,113,"2026-06-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:42:18.000",64,250901-0014,20,NULL,114,"2025-09-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:42:18.000",65,251201-0011,20,NULL,114,"2025-12-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:42:18.000",66,260302-0015,20,NULL,114,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:42:18.000",67,260601-0011,20,NULL,114,"2026-06-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:46:53.000",68,250901-0015,21,NULL,115,"2025-09-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:46:53.000",69,251201-0012,21,NULL,115,"2025-12-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:46:53.000",70,260302-0016,21,NULL,115,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:46:53.000",71,260601-0012,21,NULL,115,"2026-06-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:49:16.000",72,250901-0016,22,NULL,117,"2025-09-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:49:16.000",73,251201-0013,22,NULL,117,"2025-12-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:49:17.000",74,260302-0017,22,NULL,117,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:49:18.000",75,260601-0013,22,NULL,117,"2026-06-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:51:57.000",76,250901-0017,23,NULL,118,"2025-09-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:51:57.000",77,251201-0014,23,NULL,118,"2025-12-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:51:57.000",78,260302-0018,23,NULL,118,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-05 14:51:57.000",79,260601-0014,23,NULL,118,"2026-06-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-08 12:46:05.000",95,251201-0018,28,NULL,122,"2025-12-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-08 12:46:05.000",96,260302-0023,28,NULL,122,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-08 12:46:05.000",97,260601-0018,28,NULL,122,"2026-06-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-08 12:48:24.000",98,250901-0023,29,NULL,123,"2025-09-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-08 12:48:25.000",99,251201-0019,29,NULL,123,"2025-12-01 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
NARANJODL,"2025-09-08 12:48:25.000",100,260302-0024,29,NULL,123,"2026-03-02 00:00:00.000",NULL,0,NULL,0,Regular,0,1,NULL,NULL,NULL,"",0,0.0,0.0,0.0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,-1,NULL,NULL
