ERVID,ERID,AUDITUSER,AUDITTIMESTAMP,VARID,SHOWTV,SHOWCV,SHOWCOM,SORTTV,SORTCV,SORTCOM,FILTERTV,FILTERCV,FILTERCOM
-----,----,---------,--------------,-----,------,------,-------,------,------,-------,--------,--------,---------
