AUDITUSER,AUDITTIMESTAMP,ID,TITLE,HEADING,HEADING2,STARTDATE,ENDDATE,YTITLE,OLAYTITLE,VARID1,VARID2,VARID3,VARID4,VARID5,AVGTYPE1,AVGDAYS1,AVGTYPE2,AVGDAYS2,AVGTYPE3,AVGDAYS3,AVGTYPE4,AVGDAYS4,AVGTYPE5,AVGDAYS5,PLOTLIN1,PLOTEXPO1,PLOTLIN2,PLOTEXPO2,PLOTLIN3,PLOTEXPO3,PLOTLIN4,PLOTEXPO4,PLOTLIN5,PLOTEXPO5,PROBNUM,PROBTEXT,PROBYESNO,GGROUPID
---------,--------------,--,-----,-------,--------,---------,-------,------,---------,------,------,------,------,------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,---------,--------,---------,--------,---------,--------,---------,--------,---------,-------,--------,---------,--------
