AUDITUSER,AUDITTIMESTAMP,REPORTID,REPORTNAME,DESCRIPTION,FILE1_ID,FILE1_EXT,FILE2_ID,FILE2_EXT
---------,--------------,--------,----------,-----------,--------,---------,--------,---------
