AUDITUSER,AUDITTIMESTAMP,EGROUPID,USERID,ACCESSLEVEL
OPSSYS_BD,"2024-02-19 14:00:00.997",1,338,2
OPSSYS_BD,"2024-02-19 14:00:01.000",2,338,2
OPSSYS_BD,"2024-02-19 14:00:01.000",3,338,2
OPSSYS_BD,"2024-02-19 14:00:01.003",1,341,2
OPSSYS_BD,"2024-02-19 14:00:01.007",2,341,2
OPSSYS_BD,"2024-02-19 14:00:01.007",3,341,2
OPSSYS_BD,"2024-02-19 14:00:01.010",1,342,2
OPSSYS_BD,"2024-02-19 14:00:01.013",2,342,2
OPSSYS_BD,"2024-02-19 14:00:01.013",3,342,2
OPSSYS_BD,"2024-02-19 14:00:01.017",1,344,2
OPSSYS_BD,"2024-02-19 14:00:01.017",2,344,2
OPSSYS_BD,"2024-02-19 14:00:01.017",3,344,2
OPSSYS_BD,"2024-02-19 14:00:01.020",1,345,2
OPSSYS_BD,"2024-02-19 14:00:01.020",2,345,2
OPSSYS_BD,"2024-02-19 14:00:01.020",3,345,2
OPSSYS_BD,"2024-02-19 14:00:01.023",1,346,2
OPSSYS_BD,"2024-02-19 14:00:01.027",2,346,2
OPSSYS_BD,"2024-02-19 14:00:01.030",3,346,2
OPSSYS_BD,"2024-02-19 14:00:01.030",1,347,2
OPSSYS_BD,"2024-02-19 14:00:01.030",2,347,2
OPSSYS_BD,"2024-02-19 14:00:01.033",3,347,2
OPSSYS_BD,"2024-02-19 14:00:01.037",1,348,2
OPSSYS_BD,"2024-02-19 14:00:01.037",2,348,2
OPSSYS_BD,"2024-02-19 14:00:01.040",3,348,2
OPSSYS_BD,"2024-02-19 14:00:01.040",1,352,2
OPSSYS_BD,"2024-02-19 14:00:01.040",2,352,2
OPSSYS_BD,"2024-02-19 14:00:01.043",3,352,2
OPSSYS_BD,"2024-02-19 14:00:01.043",1,354,2
OPSSYS_BD,"2024-02-19 14:00:01.047",2,354,2
OPSSYS_BD,"2024-02-19 14:00:01.047",3,354,2
OPSSYS_BD,"2024-02-19 14:00:01.050",1,355,2
OPSSYS_BD,"2024-02-19 14:00:01.050",2,355,2
OPSSYS_BD,"2024-02-19 14:00:01.053",3,355,2
OPSSYS_BD,"2024-02-19 14:00:01.053",1,362,2
OPSSYS_BD,"2024-02-19 14:00:01.057",2,362,2
OPSSYS_BD,"2024-02-19 14:00:01.057",3,362,2
OPSSYS_BD,"2024-02-19 14:00:01.060",1,363,2
OPSSYS_BD,"2024-02-19 14:00:01.060",2,363,2
OPSSYS_BD,"2024-02-19 14:00:01.060",3,363,2
OPSSYS_BD,"2024-02-19 14:00:01.063",1,365,2
OPSSYS_BD,"2024-02-19 14:00:01.063",2,365,2
OPSSYS_BD,"2024-02-19 14:00:01.067",3,365,2
OPSSYS_BD,"2024-02-19 14:00:01.067",1,373,2
OPSSYS_BD,"2024-02-19 14:00:01.070",2,373,2
OPSSYS_BD,"2024-02-19 14:00:01.070",3,373,2
OPSSYS_BD,"2024-02-19 14:00:01.073",1,330,2
OPSSYS_BD,"2024-02-19 14:00:01.073",2,330,2
OPSSYS_BD,"2024-02-19 14:00:01.077",3,330,2
OPSSYS_BD,"2024-02-19 14:00:01.077",1,331,2
OPSSYS_BD,"2024-02-19 14:00:01.080",2,331,2
OPSSYS_BD,"2024-02-19 14:00:01.080",3,331,2
OPSSYS_BD,"2024-02-19 14:00:01.083",1,332,2
OPSSYS_BD,"2024-02-19 14:00:01.087",2,332,2
OPSSYS_BD,"2024-02-19 14:00:01.090",3,332,2
OPSSYS_BD,"2024-02-19 14:00:01.090",1,335,2
OPSSYS_BD,"2024-02-19 14:00:01.093",2,335,2
OPSSYS_BD,"2024-02-19 14:00:01.093",3,335,2
OPSSYS_BD,"2024-02-19 14:00:01.097",1,209,2
OPSSYS_BD,"2024-02-19 14:00:01.097",2,209,2
OPSSYS_BD,"2024-02-19 14:00:01.100",3,209,2
OPSSYS_BD,"2024-02-19 14:00:01.100",1,260,2
OPSSYS_BD,"2024-02-19 14:00:01.100",2,260,2
OPSSYS_BD,"2024-02-19 14:00:01.103",3,260,2
OPSSYS_BD,"2024-02-19 14:00:01.103",1,339,2
OPSSYS_BD,"2024-02-19 14:00:01.107",2,339,2
OPSSYS_BD,"2024-02-19 14:00:01.107",3,339,2
OPSSYS_BD,"2024-02-19 14:00:01.107",1,343,2
OPSSYS_BD,"2024-02-19 14:00:01.110",2,343,2
OPSSYS_BD,"2024-02-19 14:00:01.113",3,343,2
OPSSYS_BD,"2024-02-19 14:00:01.117",1,349,2
OPSSYS_BD,"2024-02-19 14:00:01.120",2,349,2
OPSSYS_BD,"2024-02-19 14:00:01.120",3,349,2
OPSSYS_BD,"2024-02-19 14:00:01.123",1,351,2
OPSSYS_BD,"2024-02-19 14:00:01.123",2,351,2
OPSSYS_BD,"2024-02-19 14:00:01.127",3,351,2
OPSSYS_BD,"2024-02-19 14:00:01.127",1,357,2
OPSSYS_BD,"2024-02-19 14:00:01.127",2,357,2
OPSSYS_BD,"2024-02-19 14:00:01.130",3,357,2
OPSSYS_BD,"2024-02-19 14:00:01.130",1,358,2
OPSSYS_BD,"2024-02-19 14:00:01.133",2,358,2
OPSSYS_BD,"2024-02-19 14:00:01.133",3,358,2
OPSSYS_BD,"2024-02-19 14:00:01.137",1,366,2
OPSSYS_BD,"2024-02-19 14:00:01.137",2,366,2
OPSSYS_BD,"2024-02-19 14:00:01.137",3,366,2
OPSSYS_BD,"2024-02-19 14:00:01.140",1,374,2
OPSSYS_BD,"2024-02-19 14:00:01.140",2,374,2
OPSSYS_BD,"2024-02-19 14:00:01.140",3,374,2
OPSSYS_BD,"2024-02-19 14:00:01.143",1,398,2
OPSSYS_BD,"2024-02-19 14:00:01.143",2,398,2
OPSSYS_BD,"2024-02-19 14:00:01.150",3,398,2
OPSSYS_BD,"2024-02-19 14:00:01.160",1,399,2
OPSSYS_BD,"2024-02-19 14:00:01.167",2,399,2
OPSSYS_BD,"2024-02-19 14:00:01.170",3,399,2
OPSSYS_BD,"2024-02-19 14:00:01.170",1,400,2
OPSSYS_BD,"2024-02-19 14:00:01.173",2,400,2
OPSSYS_BD,"2024-02-19 14:00:01.173",3,400,2
OPSSYS_BD,"2024-02-19 14:00:01.177",1,401,2
OPSSYS_BD,"2024-02-19 14:00:01.177",2,401,2
OPSSYS_BD,"2024-02-19 14:00:01.177",3,401,2
OPSSYS_BD,"2024-02-19 14:00:01.180",1,402,2
OPSSYS_BD,"2024-02-19 14:00:01.180",2,402,2
OPSSYS_BD,"2024-02-19 14:00:01.187",3,402,2
OPSSYS_BD,"2024-02-19 14:00:01.187",1,403,2
OPSSYS_BD,"2024-02-19 14:00:01.190",2,403,2
OPSSYS_BD,"2024-02-19 14:00:01.190",3,403,2
OPSSYS_BD,"2024-02-19 14:00:01.193",1,404,2
OPSSYS_BD,"2024-02-19 14:00:01.193",2,404,2
OPSSYS_BD,"2024-02-19 14:00:01.197",3,404,2
OPSSYS_BD,"2024-02-19 14:00:01.197",1,405,2
OPSSYS_BD,"2024-02-19 14:00:01.200",2,405,2
OPSSYS_BD,"2024-02-19 14:00:01.200",3,405,2
OPSSYS_BD,"2024-02-19 14:00:01.203",1,406,2
OPSSYS_BD,"2024-02-19 14:00:01.203",2,406,2
OPSSYS_BD,"2024-02-19 14:00:01.207",3,406,2
OPSSYS_BD,"2024-02-19 14:00:01.207",1,407,2
OPSSYS_BD,"2024-02-19 14:00:01.210",2,407,2
OPSSYS_BD,"2024-02-19 14:00:01.210",3,407,2
OPSSYS_BD,"2024-02-19 14:00:01.220",1,408,2
OPSSYS_BD,"2024-02-19 14:00:01.320",2,408,2
OPSSYS_BD,"2024-02-19 14:00:01.320",3,408,2
OPSSYS_BD,"2024-02-19 14:00:01.323",1,409,2
OPSSYS_BD,"2024-02-19 14:00:01.327",2,409,2
OPSSYS_BD,"2024-02-19 14:00:01.330",3,409,2
OPSSYS_BD,"2024-02-19 14:00:01.330",1,410,2
OPSSYS_BD,"2024-02-19 14:00:01.333",2,410,2
OPSSYS_BD,"2024-02-19 14:00:01.337",3,410,2
OPSSYS_BD,"2024-02-19 14:00:01.337",1,411,2
OPSSYS_BD,"2024-02-19 14:00:01.340",2,411,2
OPSSYS_BD,"2024-02-19 14:00:01.343",3,411,2
OPSSYS_BD,"2024-02-19 14:00:01.347",1,412,2
OPSSYS_BD,"2024-02-19 14:00:01.350",2,412,2
OPSSYS_BD,"2024-02-19 14:00:01.353",3,412,2
OPSSYS_BD,"2024-02-19 14:00:01.363",1,413,2
OPSSYS_BD,"2024-02-19 14:00:01.363",2,413,2
OPSSYS_BD,"2024-02-19 14:00:01.367",3,413,2
OPSSYS_BD,"2024-02-19 14:00:01.367",1,414,2
OPSSYS_BD,"2024-02-19 14:00:01.370",2,414,2
OPSSYS_BD,"2024-02-19 14:00:01.373",3,414,2
OPSSYS_BD,"2024-02-19 14:00:01.373",1,415,2
OPSSYS_BD,"2024-02-19 14:00:01.373",2,415,2
OPSSYS_BD,"2024-02-19 14:00:01.377",3,415,2
OPSSYS_BD,"2024-02-19 14:00:01.377",1,416,2
OPSSYS_BD,"2024-02-19 14:00:01.377",2,416,2
OPSSYS_BD,"2024-02-19 14:00:01.380",3,416,2
OPSSYS_BD,"2024-02-19 14:00:01.380",1,417,2
OPSSYS_BD,"2024-02-19 14:00:01.380",2,417,2
OPSSYS_BD,"2024-02-19 14:00:01.383",3,417,2
OPSSYS_BD,"2024-02-19 14:00:01.383",1,419,2
OPSSYS_BD,"2024-02-19 14:00:01.387",2,419,2
OPSSYS_BD,"2024-02-19 14:00:01.400",3,419,2
OPSSYS_BD,"2024-02-19 14:00:01.400",1,420,2
OPSSYS_BD,"2024-02-19 14:00:01.403",2,420,2
OPSSYS_BD,"2024-02-19 14:00:01.403",3,420,2
OPSSYS_BD,"2024-02-19 14:00:01.403",1,421,2
OPSSYS_BD,"2024-02-19 14:00:01.407",2,421,2
OPSSYS_BD,"2024-02-19 14:00:01.407",3,421,2
OPSSYS_BD,"2024-02-19 14:00:01.413",1,422,2
OPSSYS_BD,"2024-02-19 14:00:01.450",2,422,2
OPSSYS_BD,"2024-02-19 14:00:01.453",3,422,2
OPSSYS_BD,"2024-02-19 14:00:01.453",1,424,2
OPSSYS_BD,"2024-02-19 14:00:01.457",2,424,2
OPSSYS_BD,"2024-02-19 14:00:01.460",3,424,2
OPSSYS_BD,"2024-02-19 14:00:01.460",1,425,2
OPSSYS_BD,"2024-02-19 14:00:01.463",2,425,2
OPSSYS_BD,"2024-02-19 14:00:01.467",3,425,2
OPSSYS_BD,"2024-02-19 14:00:01.467",1,428,2
OPSSYS_BD,"2024-02-19 14:00:01.470",2,428,2
OPSSYS_BD,"2024-02-19 14:00:01.473",3,428,2
OPSSYS_BD,"2024-02-19 14:00:01.477",1,10429,2
OPSSYS_BD,"2024-02-19 14:00:01.477",2,10429,2
OPSSYS_BD,"2024-02-19 14:00:01.477",3,10429,2
OPSSYS_BD,"2024-02-19 14:00:01.480",1,10431,2
OPSSYS_BD,"2024-02-19 14:00:01.480",2,10431,2
OPSSYS_BD,"2024-02-19 14:00:01.483",3,10431,2
OPSSYS_BD,"2024-02-19 14:00:01.490",1,10432,2
OPSSYS_BD,"2024-02-19 14:00:01.490",2,10432,2
OPSSYS_BD,"2024-02-19 14:00:01.490",3,10432,2
OPSSYS_BD,"2024-02-19 14:00:01.493",1,187,2
OPSSYS_BD,"2024-02-19 14:00:01.493",2,187,2
OPSSYS_BD,"2024-02-19 14:00:01.497",3,187,2
OPSSYS_BD,"2024-02-19 14:00:01.497",1,270,2
OPSSYS_BD,"2024-02-19 14:00:01.500",2,270,2
OPSSYS_BD,"2024-02-19 14:00:01.500",3,270,2
OPSSYS_BD,"2024-02-19 14:00:01.503",1,353,2
OPSSYS_BD,"2024-02-19 14:00:01.503",2,353,2
OPSSYS_BD,"2024-02-19 14:00:01.507",3,353,2
OPSSYS_BD,"2024-02-19 14:00:01.510",1,367,2
OPSSYS_BD,"2024-02-19 14:00:01.510",2,367,2
OPSSYS_BD,"2024-02-19 14:00:01.510",3,367,2
OPSSYS_BD,"2024-02-19 14:00:01.513",1,375,2
OPSSYS_BD,"2024-02-19 14:00:01.517",2,375,2
OPSSYS_BD,"2024-02-19 14:00:01.517",3,375,2
OPSSYS_BD,"2024-02-19 14:00:01.520",1,426,2
OPSSYS_BD,"2024-02-19 14:00:01.520",2,426,2
OPSSYS_BD,"2024-02-19 14:00:01.523",3,426,2
OPSSYS_BD,"2024-02-19 14:00:01.527",1,429,2
OPSSYS_BD,"2024-02-19 14:00:01.533",2,429,2
OPSSYS_BD,"2024-02-19 14:00:01.547",3,429,2
OPSSYS_BD,"2024-02-19 14:00:01.567",1,430,2
OPSSYS_BD,"2024-02-19 14:00:01.570",2,430,2
OPSSYS_BD,"2024-02-19 14:00:01.570",3,430,2
OPSSYS_BD,"2024-02-19 14:00:01.573",1,10430,2
OPSSYS_BD,"2024-02-19 14:00:01.573",2,10430,2
OPSSYS_BD,"2024-02-19 14:00:01.577",3,10430,2
OPSSYS_BD,"2024-02-19 14:00:01.580",1,10433,2
OPSSYS_BD,"2024-02-19 14:00:01.580",2,10433,2
OPSSYS_BD,"2024-02-19 14:00:01.583",3,10433,2
OPSSYS_BD,"2024-02-19 14:00:01.587",1,10435,2
OPSSYS_BD,"2024-02-19 14:00:01.587",2,10435,2
OPSSYS_BD,"2024-02-19 14:00:01.590",3,10435,2
OPSSYS_BD,"2024-02-19 14:00:01.590",1,10436,2
OPSSYS_BD,"2024-02-19 14:00:01.593",2,10436,2
OPSSYS_BD,"2024-02-19 14:00:01.593",3,10436,2
OPSSYS_BD,"2024-02-19 14:00:01.597",1,10437,2
OPSSYS_BD,"2024-02-19 14:00:01.597",2,10437,2
OPSSYS_BD,"2024-02-19 14:00:01.600",3,10437,2
OPSSYS_BD,"2024-02-19 14:00:01.600",1,10438,2
OPSSYS_BD,"2024-02-19 14:00:01.603",2,10438,2
OPSSYS_BD,"2024-02-19 14:00:01.603",3,10438,2
OPSSYS_BD,"2024-02-19 14:00:01.607",1,10439,2
OPSSYS_BD,"2024-02-19 14:00:01.607",2,10439,2
OPSSYS_BD,"2024-02-19 14:00:01.610",3,10439,2
OPSSYS_BD,"2024-02-19 14:00:01.610",1,10440,2
OPSSYS_BD,"2024-02-19 14:00:01.613",2,10440,2
OPSSYS_BD,"2024-02-19 14:00:01.617",3,10440,2
OPSSYS_BD,"2024-02-19 14:00:01.617",1,10441,2
OPSSYS_BD,"2024-02-19 14:00:01.620",2,10441,2
OPSSYS_BD,"2024-02-19 14:00:01.620",3,10441,2
OPSSYS_BD,"2024-02-19 14:00:01.620",1,10442,2
OPSSYS_BD,"2024-02-19 14:00:01.627",2,10442,2
OPSSYS_BD,"2024-02-19 14:00:01.627",3,10442,2
OPSSYS_BD,"2024-02-19 14:00:01.630",1,10443,2
OPSSYS_BD,"2024-02-19 14:00:01.637",2,10443,2
OPSSYS_BD,"2024-02-19 14:00:01.653",3,10443,2
OPSSYS_BD,"2024-02-19 14:00:01.657",1,10444,2
OPSSYS_BD,"2024-02-19 14:00:01.657",2,10444,2
OPSSYS_BD,"2024-02-19 14:00:01.663",3,10444,2
OPSSYS_BD,"2024-02-19 14:00:01.663",1,10445,2
OPSSYS_BD,"2024-02-19 14:00:01.667",2,10445,2
OPSSYS_BD,"2024-02-19 14:00:01.667",3,10445,2
OPSSYS_BD,"2024-02-19 14:00:01.670",1,10450,2
OPSSYS_BD,"2024-02-19 14:00:01.670",2,10450,2
OPSSYS_BD,"2024-02-19 14:00:01.673",3,10450,2
OPSSYS_BD,"2024-02-19 14:00:01.677",1,10451,2
OPSSYS_BD,"2024-02-19 14:00:01.683",2,10451,2
OPSSYS_BD,"2024-02-19 14:00:01.687",3,10451,2
OPSSYS_BD,"2024-02-19 14:00:01.687",1,10452,2
OPSSYS_BD,"2024-02-19 14:00:01.690",2,10452,2
OPSSYS_BD,"2024-02-19 14:00:01.693",3,10452,2
OPSSYS_BD,"2024-02-19 14:00:01.693",1,10453,2
OPSSYS_BD,"2024-02-19 14:00:01.697",2,10453,2
OPSSYS_BD,"2024-02-19 14:00:01.697",3,10453,2
OPSSYS_BD,"2024-02-19 14:00:01.697",1,10454,2
OPSSYS_BD,"2024-02-19 14:00:01.700",2,10454,2
OPSSYS_BD,"2024-02-19 14:00:01.700",3,10454,2
OPSSYS_BD,"2024-02-19 14:00:01.700",1,10459,2
OPSSYS_BD,"2024-02-19 14:00:01.703",2,10459,2
OPSSYS_BD,"2024-02-19 14:00:01.703",3,10459,2
OPSSYS_BD,"2024-02-19 14:00:01.707",1,10460,2
OPSSYS_BD,"2024-02-19 14:00:01.707",2,10460,2
OPSSYS_BD,"2024-02-19 14:00:01.710",3,10460,2
OPSSYS_BD,"2024-02-19 14:00:01.713",1,10461,2
OPSSYS_BD,"2024-02-19 14:00:01.723",2,10461,2
OPSSYS_BD,"2024-02-19 14:00:01.727",3,10461,2
OPSSYS_BD,"2024-02-19 14:00:01.730",1,10462,2
OPSSYS_BD,"2024-02-19 14:00:01.733",2,10462,2
OPSSYS_BD,"2024-02-19 14:00:01.733",3,10462,2
OPSSYS_BD,"2024-02-19 14:00:01.737",1,10463,2
OPSSYS_BD,"2024-02-19 14:00:01.740",2,10463,2
OPSSYS_BD,"2024-02-19 14:00:01.803",3,10463,2
OPSSYS_BD,"2024-02-19 14:00:01.810",1,10464,2
OPSSYS_BD,"2024-02-19 14:00:01.850",2,10464,2
OPSSYS_BD,"2024-02-19 14:00:01.860",3,10464,2
OPSSYS_BD,"2024-02-19 14:00:01.860",1,10465,2
OPSSYS_BD,"2024-02-19 14:00:01.860",2,10465,2
OPSSYS_BD,"2024-02-19 14:00:01.863",3,10465,2
OPSSYS_BD,"2024-02-19 14:00:01.863",1,10468,2
OPSSYS_BD,"2024-02-19 14:00:01.867",2,10468,2
OPSSYS_BD,"2024-02-19 14:00:01.867",3,10468,2
OPSSYS_BD,"2024-02-19 14:00:01.870",1,10469,2
OPSSYS_BD,"2024-02-19 14:00:01.873",2,10469,2
OPSSYS_BD,"2024-02-19 14:00:01.873",3,10469,2
OPSSYS_BD,"2024-02-19 14:00:01.880",1,10470,2
OPSSYS_BD,"2024-02-19 14:00:01.880",2,10470,2
OPSSYS_BD,"2024-02-19 14:00:01.883",3,10470,2
OPSSYS_BD,"2024-02-19 14:00:01.913",1,10471,2
OPSSYS_BD,"2024-02-19 14:00:01.940",2,10471,2
OPSSYS_BD,"2024-02-19 14:00:01.983",3,10471,2
OPSSYS_BD,"2024-02-19 14:00:02.010",1,10472,2
OPSSYS_BD,"2024-02-19 14:00:02.020",2,10472,2
OPSSYS_BD,"2024-02-19 14:00:02.030",3,10472,2
OPSSYS_BD,"2024-02-19 14:00:02.043",1,10473,2
OPSSYS_BD,"2024-02-19 14:00:02.053",2,10473,2
OPSSYS_BD,"2024-02-19 14:00:02.070",3,10473,2
OPSSYS_BD,"2024-02-19 14:00:02.083",1,10474,2
OPSSYS_BD,"2024-02-19 14:00:02.120",2,10474,2
OPSSYS_BD,"2024-02-19 14:00:02.133",3,10474,2
OPSSYS_BD,"2024-02-19 14:00:02.147",1,193,2
OPSSYS_BD,"2024-02-19 14:00:02.170",2,193,2
OPSSYS_BD,"2024-02-19 14:00:02.307",3,193,2
OPSSYS_BD,"2024-02-19 14:00:02.313",1,194,2
OPSSYS_BD,"2024-02-19 14:00:02.337",2,194,2
OPSSYS_BD,"2024-02-19 14:00:02.413",3,194,2
OPSSYS_BD,"2024-02-19 14:00:02.437",1,277,2
OPSSYS_BD,"2024-02-19 14:00:02.450",2,277,2
OPSSYS_BD,"2024-02-19 14:00:02.457",3,277,2
OPSSYS_BD,"2024-02-19 14:00:02.467",1,285,2
OPSSYS_BD,"2024-02-19 14:00:02.510",2,285,2
OPSSYS_BD,"2024-02-19 14:00:02.523",3,285,2
OPSSYS_BD,"2024-02-19 14:00:02.537",1,286,2
OPSSYS_BD,"2024-02-19 14:00:02.547",2,286,2
OPSSYS_BD,"2024-02-19 14:00:02.580",3,286,2
OPSSYS_BD,"2024-02-19 14:00:02.590",1,320,2
OPSSYS_BD,"2024-02-19 14:00:02.620",2,320,2
OPSSYS_BD,"2024-02-19 14:00:02.633",3,320,2
OPSSYS_BD,"2024-02-19 14:00:02.660",1,10466,2
OPSSYS_BD,"2024-02-19 14:00:02.663",2,10466,2
OPSSYS_BD,"2024-02-19 14:00:02.663",3,10466,2
OPSSYS_BD,"2024-02-19 14:00:02.667",1,10467,2
OPSSYS_BD,"2024-02-19 14:00:02.667",2,10467,2
OPSSYS_BD,"2024-02-19 14:00:02.670",3,10467,2
OPSSYS_BD,"2024-02-19 14:00:02.670",1,10475,2
OPSSYS_BD,"2024-02-19 14:00:02.670",2,10475,2
OPSSYS_BD,"2024-02-19 14:00:02.673",3,10475,2
OPSSYS_BD,"2024-02-19 14:00:02.673",1,10477,2
OPSSYS_BD,"2024-02-19 14:00:02.677",2,10477,2
OPSSYS_BD,"2024-02-19 14:00:02.680",3,10477,2
OPSSYS_BD,"2024-02-19 14:00:02.700",1,372,2
OPSSYS_BD,"2024-02-19 14:00:02.713",2,372,2
OPSSYS_BD,"2024-02-19 14:00:02.740",3,372,2
OPSSYS_BD,"2024-02-19 14:00:02.743",1,418,2
OPSSYS_BD,"2024-02-19 14:00:02.747",2,418,2
OPSSYS_BD,"2024-02-19 14:00:02.747",3,418,2
OPSSYS_BD,"2024-02-19 14:00:02.747",1,423,2
OPSSYS_BD,"2024-02-19 14:00:02.750",2,423,2
OPSSYS_BD,"2024-02-19 14:00:02.763",3,423,2
OPSSYS_BD,"2024-02-19 14:00:02.767",1,427,2
OPSSYS_BD,"2024-02-19 14:00:02.770",2,427,2
OPSSYS_BD,"2024-02-19 14:00:02.803",3,427,2
OPSSYS_BD,"2024-02-19 14:00:02.803",1,10455,2
OPSSYS_BD,"2024-02-19 14:00:02.807",2,10455,2
OPSSYS_BD,"2024-02-19 14:00:02.807",3,10455,2
OPSSYS_BD,"2024-02-19 14:00:02.810",1,10478,2
OPSSYS_BD,"2024-02-19 14:00:02.813",2,10478,2
OPSSYS_BD,"2024-02-19 14:00:02.813",3,10478,2
OPSSYS_BD,"2024-02-19 14:00:02.813",1,10479,2
OPSSYS_BD,"2024-02-19 14:00:02.817",2,10479,2
OPSSYS_BD,"2024-02-19 14:00:02.820",3,10479,2
OPSSYS_BD,"2024-02-19 14:00:02.820",1,10481,2
OPSSYS_BD,"2024-02-19 14:00:02.820",2,10481,2
OPSSYS_BD,"2024-02-19 14:00:02.827",3,10481,2
OPSSYS_BD,"2024-02-19 14:00:02.840",1,10482,2
OPSSYS_BD,"2024-02-19 14:00:02.840",2,10482,2
OPSSYS_BD,"2024-02-19 14:00:02.847",3,10482,2
OPSSYS_BD,"2024-02-19 14:00:02.850",1,10483,2
OPSSYS_BD,"2024-02-19 14:00:02.853",2,10483,2
OPSSYS_BD,"2024-02-19 14:00:02.857",3,10483,2
OPSSYS_BD,"2024-02-19 14:00:02.867",1,10484,2
OPSSYS_BD,"2024-02-19 14:00:02.870",2,10484,2
OPSSYS_BD,"2024-02-19 14:00:02.887",3,10484,2
OPSSYS_BD,"2024-02-19 14:00:02.887",1,10487,2
OPSSYS_BD,"2024-02-19 14:00:02.890",2,10487,2
OPSSYS_BD,"2024-02-19 14:00:02.890",3,10487,2
OPSSYS_BD,"2024-02-19 14:00:02.903",1,10489,2
OPSSYS_BD,"2024-02-19 14:00:02.920",2,10489,2
OPSSYS_BD,"2024-02-19 14:00:02.923",3,10489,2
OPSSYS_BD,"2024-02-19 14:00:02.927",1,10493,2
OPSSYS_BD,"2024-02-19 14:00:02.927",2,10493,2
OPSSYS_BD,"2024-02-19 14:00:02.930",3,10493,2
OPSSYS_BD,"2024-02-19 14:00:02.930",1,10494,2
OPSSYS_BD,"2024-02-19 14:00:02.930",2,10494,2
OPSSYS_BD,"2024-02-19 14:00:02.933",3,10494,2
OPSSYS_BD,"2024-02-19 14:00:02.940",1,10495,2
OPSSYS_BD,"2024-02-19 14:00:02.953",2,10495,2
OPSSYS_BD,"2024-02-19 14:00:02.953",3,10495,2
OPSSYS_BD,"2024-02-19 14:00:02.957",1,10496,2
OPSSYS_BD,"2024-02-19 14:00:02.957",2,10496,2
OPSSYS_BD,"2024-02-19 14:00:02.960",3,10496,2
OPSSYS_BD,"2024-02-19 14:00:02.960",1,10497,2
OPSSYS_BD,"2024-02-19 14:00:02.960",2,10497,2
OPSSYS_BD,"2024-02-19 14:00:02.963",3,10497,2
OPSSYS_BD,"2024-02-19 14:00:02.987",1,10499,2
OPSSYS_BD,"2024-02-19 14:00:02.987",2,10499,2
OPSSYS_BD,"2024-02-19 14:00:02.987",3,10499,2
OPSSYS_BD,"2024-02-19 14:00:03.020",1,10500,2
OPSSYS_BD,"2024-02-19 14:00:03.033",2,10500,2
OPSSYS_BD,"2024-02-19 14:00:03.053",3,10500,2
OPSSYS_BD,"2024-02-19 14:00:03.070",1,10501,2
OPSSYS_BD,"2024-02-19 14:00:03.097",2,10501,2
OPSSYS_BD,"2024-02-19 14:00:03.130",3,10501,2
OPSSYS_BD,"2024-02-19 14:00:03.170",1,10511,2
OPSSYS_BD,"2024-02-19 14:00:03.190",2,10511,2
OPSSYS_BD,"2024-02-19 14:00:03.217",3,10511,2
OPSSYS_BD,"2024-02-19 14:00:03.237",1,10512,2
OPSSYS_BD,"2024-02-19 14:00:03.257",2,10512,2
OPSSYS_BD,"2024-02-19 14:00:03.270",3,10512,2
OPSSYS_BD,"2024-02-19 14:00:03.287",1,10513,2
OPSSYS_BD,"2024-02-19 14:00:03.297",2,10513,2
OPSSYS_BD,"2024-02-19 14:00:03.307",3,10513,2
OPSSYS_BD,"2024-02-19 14:00:03.330",1,364,2
OPSSYS_BD,"2024-02-19 14:00:03.347",2,364,2
OPSSYS_BD,"2024-02-19 14:00:03.353",3,364,2
OPSSYS_BD,"2024-02-19 14:00:03.370",1,10485,2
OPSSYS_BD,"2024-02-19 14:00:03.380",2,10485,2
OPSSYS_BD,"2024-02-19 14:00:03.407",3,10485,2
OPSSYS_BD,"2024-02-19 14:00:03.420",1,238,2
OPSSYS_BD,"2024-02-19 14:00:03.430",2,238,2
OPSSYS_BD,"2024-02-19 14:00:03.443",3,238,2
OPSSYS_BD,"2024-02-19 14:00:03.460",1,10502,2
OPSSYS_BD,"2024-02-19 14:00:03.483",2,10502,2
OPSSYS_BD,"2024-02-19 14:00:03.510",3,10502,2
OPSSYS_BD,"2024-02-19 14:00:03.520",1,290,2
OPSSYS_BD,"2024-02-19 14:00:03.530",2,290,2
OPSSYS_BD,"2024-02-19 14:00:03.540",3,290,2
OPSSYS_BD,"2024-02-19 14:00:03.553",1,298,2
OPSSYS_BD,"2024-02-19 14:00:03.563",2,298,2
OPSSYS_BD,"2024-02-19 14:00:03.573",3,298,2
OPSSYS_BD,"2024-02-19 14:00:03.583",1,303,2
OPSSYS_BD,"2024-02-19 14:00:03.617",2,303,2
OPSSYS_BD,"2024-02-19 14:00:03.620",3,303,2
OPSSYS_BD,"2024-02-19 14:00:03.623",1,327,2
OPSSYS_BD,"2024-02-19 14:00:03.627",2,327,2
OPSSYS_BD,"2024-02-19 14:00:03.633",3,327,2
OPSSYS_BD,"2024-02-19 14:00:03.633",1,305,2
OPSSYS_BD,"2024-02-19 14:00:03.637",2,305,2
OPSSYS_BD,"2024-02-19 14:00:03.637",3,305,2
OPSSYS_BD,"2024-02-19 14:00:03.640",1,329,2
OPSSYS_BD,"2024-02-19 14:00:03.647",2,329,2
OPSSYS_BD,"2024-02-19 14:00:03.657",3,329,2
OPSSYS_BD,"2024-02-19 14:00:03.657",1,350,2
