AUDITUSER,AUDITTIMESTAMP,ID,LISTNAME,OUTPUTTO,ORIENTATION,GRAPHSPERPAGE,GRAPHID1,GRAPHID2,GRAPHID3,GRAPHID4,GRAPHID5,GRAPHID6,GRAPHID7,GRAPHID8,GRAPHID9,GRAPHID10,GRAPHID11,GRAPHID12,GRAPHID13,GRAPHID14,GRAPHID15,GRAPHID16,GRAPHID17,GRAPHID18,GRAPHID19,GRAPHID20,GRAPHID21,GRAPHID22,GRAPHID23,GRAPHID24,GRAPHID25,GRAPHID26,GRAPHID27,GRAPHID28,GRAPHID29,GRAPHID30,GRAPHID31,GRAPHID32,GRAPHID33,GRAPHID34,GRAPHID35,GRAPHID36,GRAPHID37,GRAPHID38,GRAPHID39,GRAPHID40,GRAPHID41,GRAPHID42,GRAPHID43,GRAPHID44,GRAPHID45,GRAPHID46,GRAPHID47,GRAPHID48,GRAPHID49,GRAPHID50,GRAPHID51,GRAPHID52,GRAPHID53,GRAPHID54,GRAPHID55,GRAPHID56,GRAPHID57,GRAPHID58,GRAPHID59,GRAPHID60,GRAPHID61,GRAPHID62,GRAPHID63,GRAPHID64,GRAPHID65,GRAPHID66,GRAPHID67,GRAPHID68,GRAPHID69,GRAPHID70,GRAPHID71,GRAPHID72,GRAPHID73,GRAPHID74,GRAPHID75,GRAPHID76,GRAPHID77,GRAPHID78,GRAPHID79,GRAPHID80,GRAPHSET1,GRAPHSET2,GRAPHSET3,GRAPHSET4,GRAPHSET5,GRAPHSET6,GRAPHSET7,GRAPHSET8,GRAPHSET9,GRAPHSET10,GRAPHSET11,GRAPHSET12,GRAPHSET13,GRAPHSET14,GRAPHSET15,GRAPHSET16,GRAPHSET17,GRAPHSET18,GRAPHSET19,GRAPHSET20,GRAPHSET21,GRAPHSET22,GRAPHSET23,GRAPHSET24,GRAPHSET25,GRAPHSET26,GRAPHSET27,GRAPHSET28,GRAPHSET29,GRAPHSET30,GRAPHSET31,GRAPHSET32,GRAPHSET33,GRAPHSET34,GRAPHSET35,GRAPHSET36,GRAPHSET37,GRAPHSET38,GRAPHSET39,GRAPHSET40,GRAPHSET41,GRAPHSET42,GRAPHSET43,GRAPHSET44,GRAPHSET45,GRAPHSET46,GRAPHSET47,GRAPHSET48,GRAPHSET49,GRAPHSET50,GRAPHSET51,GRAPHSET52,GRAPHSET53,GRAPHSET54,GRAPHSET55,GRAPHSET56,GRAPHSET57,GRAPHSET58,GRAPHSET59,GRAPHSET60,GRAPHSET61,GRAPHSET62,GRAPHSET63,GRAPHSET64,GRAPHSET65,GRAPHSET66,GRAPHSET67,GRAPHSET68,GRAPHSET69,GRAPHSET70,GRAPHSET71,GRAPHSET72,GRAPHSET73,GRAPHSET74,GRAPHSET75,GRAPHSET76,GRAPHSET77,GRAPHSET78,GRAPHSET79,GRAPHSET80,HEADERTEXT,HEADERFONTNAME,HEADERFONTSIZE,HEADERFONTBOLD,HEADERFONTITALIC,HEADERGRAPHICJUST
---------,--------------,--,--------,--------,-----------,-------------,--------,--------,--------,--------,--------,--------,--------,--------,--------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,---------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,----------,--------------,--------------,--------------,----------------,-----------------
