AUDITUSER,AUDITTIMESTAMP,VARID,SAMPLENAME,ID,LOCATION,DECPLACES,BOTTLES,DIL1,DIL2,DIL3,DIL4,DIL5,STANDARD,DILBLANK,SEED,SEEDID,SEEDQTY,DELFLAG
---------,--------------,-----,----------,--,--------,---------,-------,----,----,----,----,----,--------,--------,----,------,-------,-------
