ID,AUDITUSER,AUDITTIMESTAMP,NAME,DESCRIPTION,UD1,UD2,UD3,UD4,UD5,UD6,UD7,UD8,UD9
--,---------,--------------,----,-----------,---,---,---,---,---,---,---,---,---
