ID,AUDITUSER,AUDITTIMESTAMP,NAME,NOTES,BATCHNUM,STARTDATE,ENDDATE,STATUS,UD1,UD2,UD3,UD4,UD5,UD6,UD7,UD8,UD9,STARTANALYST,ENDANALYST,TEMPLATEID,CALCULATORTYPE
--,---------,--------------,----,-----,--------,---------,-------,------,---,---,---,---,---,---,---,---,---,------------,----------,----------,--------------
