AUDITUSER,AUDITTIMESTAMP,DATESTAMP,CURVALUE,TEXTVALUE,VARID,STATUS,ACTION,OLDVALUE,OLDTEXTVALUE
---------,--------------,---------,--------,---------,-----,------,------,--------,------------
