AUDITUSER,AUDITTIMESTAMP,TESTID,VARID,NAME,QCTYPE,SETVAL,NOTES,QCUNITS,QCDECPLACES,INPUTVARID
---------,--------------,------,-----,----,------,------,-----,-------,-----------,----------
