AUDITUSER,AUDITTIMESTAMP,ID,METHODID,RUNDATE,RUNBYID,NUMTRIALS,NOTES,STATUS,APPROVDATE,APPROVBYID
---------,--------------,--,--------,-------,-------,---------,-----,------,----------,----------
