AUDITUSER,AUDITTIMESTAMP,STUDYID,TESTID,MDLCALC,MDLSTD,TRIAL1,TRIAL2,TRIAL3,TRIAL4,TRIAL5,TRIAL6,TRIAL7,TRIAL8,TRIAL9,TRIAL10
---------,--------------,-------,------,-------,------,------,------,------,------,------,------,------,------,------,-------
