ID,AUDITUSER,DEVICESERIAL,DEVICENAME,DEVICEVERSION,PARSESTAMP,PARAMETER,ADATE,OPERATORID,SAMPLEID,SAMPLENUMBER,SAMPLINGDATE,SAMPLINGOPERATOR,PROGRAM,DILUTION,LOTNUMBER,DATEOFEXPIRY,RESULT,UNIT,NAME,ERROR,AQA,LOTNUMBER2,DATEOFEXPIRY2,COMMENT,WAVELENGTH1,VALUE1,UNIT1,WAVELENGTH2,VALUE2,UNIT2,WAVELENGTH3,VALUE3,UNIT3,WAVELENGTH4,VALUE4,UNIT4,CLICKED
--,---------,------------,----------,-------------,----------,---------,-----,----------,--------,------------,------------,----------------,-------,--------,---------,------------,------,----,----,-----,---,----------,-------------,-------,-----------,------,-----,-----------,------,-----,-----------,------,-----,-----------,------,-----,-------
