AUDITUSER,AUDITTIMESTAMP,ID,LOGBOOKNAME,OWNERID,PRINTMARGINTOP,PRINTMARGINBOTTOM,PRINTMARGINLEFT,PRINTMARGINRIGHT,PORTRAIT
---------,--------------,--,-----------,-------,--------------,-----------------,---------------,----------------,--------
