ID,AUDITUSER,AUDITTIMESTAMP,USERID,FORMNAME,WINDOWSTATE,FORMHEIGHT,FORMWIDTH,FORMLEFT,FORMTOP,FONTSIZE,COLWIDTH1,COLWIDTH2,COLWIDTH3,COLWIDTH4,COLWIDTH5,COLWIDTH6,COLWIDTH7,COLWIDTH8,COLWIDTH9,COLWIDTH10,COLWIDTH11,COLWIDTH12,COLWIDTH13,COLWIDTH14,COLWIDTH15,COLWIDTH16,COLWIDTH17,COLWIDTH18,UD1,UD2,UD3,UD4,UD5,UD6
--,---------,--------------,------,--------,-----------,----------,---------,--------,-------,--------,---------,---------,---------,---------,---------,---------,---------,---------,---------,----------,----------,----------,----------,----------,----------,----------,----------,----------,---,---,---,---,---,---
