ID,TITLE,HEADING,STARTDATE,ENDDATE,YTITLE,VARID1,VARID2,VARID3,VARID4,VARID5,VARID6,VARID7,VARID8,VARID9,VARID10,VARID11,VARID12,VARID13,VARID14,VARID15,VARID16,VARID17,VARID18,VARID19,VARID20,VARID21,VARID22,VARID23,VARID24,VARID25,VARID26,VARID27,VARID28,VARID29,VARID30,UCL,UWL,QCM,LWL,LCL,ISPOINTSSLOPE,POINTSSLOPE,ISPOINTS1SIDEMEAN,POINTS1SIDEMEAN,ISPOINTSPLUSMINUSWL,POINTSPLUSMINUSWL,ISPOINTSPLUSMINUSCL,OUTLIERDETECTION,OUTLIERTYPE,QCTYPE,QCVARID,REPORTTYPE,NUMSAMPLES,AUDITUSER,AUDITTIMESTAMP,GGROUPID
--,-----,-------,---------,-------,------,------,------,------,------,------,------,------,------,------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,-------,---,---,---,---,---,-------------,-----------,-----------------,---------------,-------------------,-----------------,-------------------,----------------,-----------,------,-------,----------,----------,---------,--------------,--------
