AUDITUSER,AUDITTIMESTAMP,ID,FORMNAME,FONTNAME,FONTSIZE,FONTBOLD,ENTERACTION,NAME,SHORTNAME,UNITS,UD1,STORETCODE,DISPVARNUM,INTERVALSINDAY,APPROVALCOLOR,DEFAULTLOGBOOKID,EGROUPID,USE_LOCATION_VARIABLES,USE_LOCATION_LOCID,HEADER_HEIGHT,HEADERFONT_NAME,HEADERFONT_SIZE,HEADERFONT_BOLD,HEADERFONT_ITALIC,AUTOADVANCE
---------,--------------,--,--------,--------,--------,--------,-----------,----,---------,-----,---,----------,----------,--------------,-------------,----------------,--------,----------------------,------------------,-------------,---------------,---------------,---------------,-----------------,-----------
