AUDITUSER,AUDITTIMESTAMP,ID,TOPPOS,LEFTPOS,CAPTION,IMAGEID,ICONACTION,RECORDER,USERID,PARENTID
---------,--------------,--,------,-------,-------,-------,----------,--------,------,--------
