AUDITUSER,AUDITTIMESTAMP,ID,VARORDER,VARID,COLWIDTH,HDRBACKCOLOR,HDRFORECOLOR,COLBACKCOLOR,COLFORECOLOR,COLTYPE,FACILITYFILENAME
NULL,NULL,78,56,2734,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,57,2735,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,58,2736,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,59,2737,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,60,2738,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,61,2739,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,62,2740,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,63,2741,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,64,2742,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,65,2743,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,66,2744,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,67,2746,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,68,2747,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,69,2748,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,70,2750,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,71,2751,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,72,2752,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,73,2753,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,74,2755,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,75,2758,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,76,2780,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,77,2781,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,78,2782,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,79,2783,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,80,2784,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,81,2785,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,82,2786,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,83,2787,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,84,2788,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,85,2789,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,86,2790,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,87,2791,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,88,2792,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,89,2793,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,90,2794,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,91,2795,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,92,2796,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,93,2797,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,94,2798,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,95,2800,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,96,2801,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,97,2802,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,98,2803,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,99,2804,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,100,2805,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,101,2806,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,102,2807,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,103,2808,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,104,2809,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,105,2811,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,106,2812,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,107,2814,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,108,2817,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,109,2831,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,110,2832,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,111,2833,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,112,2834,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,113,2835,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,114,2836,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,115,2837,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,116,2838,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,117,2839,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,118,2840,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,119,2841,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,120,2842,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,121,2843,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,122,2844,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,123,2845,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,124,2846,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,125,2847,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,126,2848,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,127,2849,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,128,2851,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,129,2852,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,130,2853,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,131,2854,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,132,2855,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,133,2856,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,134,2857,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,135,2858,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,136,2859,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,137,2860,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,138,2862,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,139,2863,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,140,2865,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,141,2868,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,142,2878,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,143,2879,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,144,2880,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,145,2881,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,146,2882,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,147,2883,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,148,2884,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,149,2885,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,150,2886,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,151,2887,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,152,2888,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,153,2889,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,154,2890,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,155,2891,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,156,2892,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,157,2893,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,158,2894,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,159,2895,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,160,2896,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,161,2898,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,162,2899,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,163,2900,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,164,2901,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,165,2902,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,166,2903,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,167,2904,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,168,2905,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,169,2906,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,170,2907,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,171,2909,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,172,2910,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,173,2912,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,174,2915,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,175,2925,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,176,2926,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,177,2927,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,178,2928,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,179,2929,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,180,2930,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,181,2931,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,182,2932,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,183,2933,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,184,2934,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,185,2935,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,186,2936,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,187,2937,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,188,2938,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,189,2939,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,190,2940,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,191,2941,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,78,192,2942,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,-1000,-1000,21.0,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,79,-999,-999,21.0,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,79,-998,-998,10.5,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,79,-997,-997,10.5,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,79,0,0,-1.0,-1,-1,NULL,NULL,NULL,NULL
NULL,NULL,79,1,2943,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,2,2945,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,3,2946,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,4,2947,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,5,2949,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,6,2950,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,7,2951,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,8,2952,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,9,2954,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,10,2957,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,11,2979,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,12,2980,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,13,2981,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,14,2982,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,15,2983,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,16,2984,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,17,2985,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,18,2986,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,19,2987,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,20,2988,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,21,2989,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,22,2990,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,23,2991,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,24,2992,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,25,2993,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,26,2994,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,27,2995,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,28,2996,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,29,2997,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,30,2999,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,31,3000,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,32,3001,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,33,3002,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,34,3003,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,35,3004,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,36,3005,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,37,3006,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,38,3007,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,39,3008,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,40,3010,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,41,3011,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,42,3013,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,43,3016,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,44,3019,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,45,3020,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,46,3021,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,47,3022,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,48,3023,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,49,3024,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,50,3025,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,51,3026,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,52,3027,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,53,3028,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,54,3029,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,55,3030,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,56,3031,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,57,3032,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,58,3033,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,59,3034,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,60,3035,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,61,3036,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,62,3037,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,63,3038,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,64,3039,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,65,3040,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,66,3041,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,67,3042,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,68,3043,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,69,3044,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,70,3045,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,71,3046,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,72,3047,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,73,3048,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,74,3050,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,75,3052,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,76,3075,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,77,3076,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,78,3077,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,79,3078,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,80,3079,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,81,3080,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,82,3081,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,83,3082,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,84,3083,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,85,3084,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,86,3085,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,87,3086,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,88,3087,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,89,3088,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,90,3089,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,91,3090,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,92,3091,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,93,3092,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,94,3093,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,95,3094,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,96,3095,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,97,3096,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,98,3097,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,99,3098,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,100,3099,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,101,3100,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,102,3101,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,103,3102,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,104,3103,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,105,3104,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,106,3106,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,107,3108,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,108,3131,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,109,3132,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,110,3133,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,111,3134,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,112,3135,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,113,3136,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,114,3137,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,115,3138,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,116,3139,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,117,3140,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,118,3141,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,119,3142,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,120,3143,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,121,3144,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,122,3145,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,123,3146,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,124,3147,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,125,3148,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,126,3149,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,127,3151,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,128,3152,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,129,3153,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,130,3155,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,131,3156,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,132,3157,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,133,3158,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,134,3160,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,135,3163,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,136,3185,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,137,3186,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,138,3187,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,139,3188,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,140,3189,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,141,3190,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,142,3191,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,143,3192,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,144,3193,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,145,3194,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,146,3195,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,147,3196,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,148,3197,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,149,3198,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,150,3199,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,151,3200,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,152,3201,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,153,3202,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,154,3203,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,155,3205,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,156,3206,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,157,3207,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,158,3209,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,159,3210,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,160,3211,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,161,3212,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,162,3214,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,163,3217,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,164,3239,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,165,3240,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,166,3241,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,79,167,3242,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,-1000,-1000,21.0,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,80,-999,-999,21.0,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,80,-998,-998,10.5,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,80,-997,-997,10.5,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,80,0,0,-1.0,-1,-1,NULL,NULL,NULL,NULL
NULL,NULL,80,1,3243,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,2,3244,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,3,3245,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,4,3246,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,5,3247,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,6,3248,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,7,3249,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,8,3250,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,9,3251,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,10,3252,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,11,3253,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,12,3254,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,13,3255,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,14,3256,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,15,3257,-1.0,-1,-1,NULL,NULL,Variable,NULL
NULL,NULL,80,16,3259,-1.0,-1,-1,NULL,NULL,Variable,NULL
