AUDITUSER,AUDITTIMESTAMP,FORMID,FORMNAME,SAVEDAILYFILE,ORIENTATION,MARGINTOP,MARGINBOTTOM,MARGINLEFT,MARGINRIGHT,PAPERSIZE,AUTOADVANCE,OVERWRITE,ENTERKEYACTION,LOCKBACKCOLOR,LOCKFORECOLOR,ENTRYRANGETEXT,VIOLATIONTEXT,AABACKCOLOR1,AABACKCOLOR2,AABACKCOLOR3,AABACKCOLOR4,DEFAULTBACKCOLOR,DEFAULTFORECOLOR,APPROVALCOLOR,DEFAULTLOGBOOKID,EGROUPID,FORMDATETYPE,AUTOEXPORT,AUTOEXPORTOPTIONS,EMAILONSAVE,EMAILLIST,DISPLAYDATEFORMAT,ROUNDTYPE
---------,--------------,------,--------,-------------,-----------,---------,------------,----------,-----------,---------,-----------,---------,--------------,-------------,-------------,--------------,-------------,------------,------------,------------,------------,----------------,----------------,-------------,----------------,--------,------------,----------,-----------------,-----------,---------,-----------------,---------
